n,m,k,e,t
2600,7800,4,316,47
2600,7800,4,316,48
2600,7800,4,316,49
2600,7800,4,317,4
2600,7800,4,316,50
2600,7800,4,316,5
2600,7800,4,317,6
2600,7800,4,317,7
2600,7800,4,315,8
2600,7800,4,317,9
2600,7800,5,301,10
2600,7800,5,303,11
2600,7800,5,301,12
2600,7800,5,300,13
2600,7800,5,302,14
2600,7800,5,301,15
2600,7800,5,299,16
2600,7800,5,300,17
2600,7800,5,300,18
2600,7800,5,301,19
2600,7800,5,300,1
2600,7800,5,299,20
2600,7800,5,298,21
2600,7800,5,300,22
2600,7800,5,300,23
2600,7800,5,300,24
2600,7800,5,299,25
2600,7800,5,300,26
2600,7800,5,301,27
2600,7800,5,299,28
2600,7800,5,300,29
2600,7800,5,301,2
2600,7800,5,301,30
2600,7800,5,300,31
2600,7800,5,300,32
2600,7800,5,300,33
2600,7800,5,302,34
2600,7800,5,299,35
2600,7800,5,299,36
2600,7800,5,300,37
2600,7800,5,299,38
2600,7800,5,301,39
2600,7800,5,301,3
2600,7800,5,302,40
2600,7800,5,300,41
2600,7800,5,301,42
2600,7800,5,299,43
2600,7800,5,299,44
2600,7800,5,300,45
2600,7800,5,298,46
2600,7800,5,301,47
2600,7800,5,297,48
2600,7800,5,300,49
2600,7800,5,300,4
2600,7800,5,300,50
2600,7800,5,301,5
2600,7800,5,300,6
2600,7800,5,298,7
2600,7800,5,301,8
2600,7800,5,300,9
2600,7800,6,279,10
2600,7800,6,278,11
2600,7800,6,277,12
2600,7800,6,278,13
2600,7800,6,277,14
2600,7800,6,278,15
2600,7800,6,278,16
2600,7800,6,279,17
2600,7800,6,277,18
2600,7800,6,277,19
2600,7800,6,276,1
2600,7800,6,277,20
2600,7800,6,280,21
2600,7800,6,278,22
2600,7800,6,278,23
2600,7800,6,277,24
2600,7800,6,278,25
2600,7800,6,280,26
2600,7800,6,278,27
2600,7800,6,278,28
2600,7800,6,278,29
2600,7800,6,278,2
2600,7800,6,278,30
2600,7800,6,277,31
2600,7800,6,277,32
2600,7800,6,281,33
2600,7800,6,278,34
2600,7800,6,278,35
2600,7800,6,278,36
2600,7800,6,277,37
2600,7800,6,279,38
2600,7800,6,277,39
2600,7800,6,278,3
2600,7800,6,278,40
2600,7800,6,279,41
2600,7800,6,278,42
2600,7800,6,279,43
2600,7800,6,279,44
2600,7800,6,277,45
2600,7800,6,278,46
2600,7800,6,278,47
2600,7800,6,279,48
2600,7800,6,277,49
2600,7800,6,278,4
2600,7800,6,278,50
2600,7800,6,279,5
2600,7800,6,278,6
2600,7800,6,276,7
2600,7800,6,281,8
2600,7800,6,277,9
2800,16800,3,228,10
2800,16800,3,224,11
2800,16800,3,228,12
2800,16800,3,230,13
2800,16800,3,228,14
2800,16800,3,228,15
2800,16800,3,225,16
2800,16800,3,228,17
2800,16800,3,228,18
2800,16800,3,225,19
2800,16800,3,228,1
2800,16800,3,226,20
2800,16800,3,228,21
2800,16800,3,231,22
2800,16800,3,226,23
2800,16800,3,226,24
2800,16800,3,226,25
2800,16800,3,227,26
2800,16800,3,229,27
2800,16800,3,227,28
2800,16800,3,227,29
2800,16800,3,227,2
2800,16800,3,227,30
2800,16800,3,232,31
2800,16800,3,229,32
2800,16800,3,226,33
2800,16800,3,228,34
2800,16800,3,228,35
2800,16800,3,227,36
2800,16800,3,227,37
2800,16800,3,227,38
2800,16800,3,228,39
2800,16800,3,228,3
2800,16800,3,226,40
2800,16800,3,229,41
2800,16800,3,227,42
2800,16800,3,229,43
2800,16800,3,227,44
2800,16800,3,228,45
2800,16800,3,227,46
2800,16800,3,227,47
2800,16800,3,227,48
2800,16800,3,225,49
2800,16800,3,226,4
2800,16800,3,228,50
2800,16800,3,229,5
2800,16800,3,226,6
2800,16800,3,229,7
2800,16800,3,227,8
2800,16800,3,228,9
2800,16800,4,262,10
2800,16800,4,262,11
2800,16800,4,262,12
2800,16800,4,261,13
2800,16800,4,263,14
2800,16800,4,262,15
2800,16800,4,263,16
2800,16800,4,261,17
2800,16800,4,261,18
2800,16800,4,261,19
2800,16800,4,260,1
2800,16800,4,264,20
2800,16800,4,260,21
2800,16800,4,262,22
2800,16800,4,262,23
2800,16800,4,263,24
2800,16800,4,263,25
2800,16800,4,262,26
2800,16800,4,263,27
2800,16800,4,262,28
2800,16800,4,262,29
2800,16800,4,263,2
2800,16800,4,261,30
2800,16800,4,260,31
2800,16800,4,262,32
2800,16800,4,263,33
2800,16800,4,260,34
2800,16800,4,260,35
2800,16800,4,263,36
2800,16800,4,260,37
2800,16800,4,262,38
2800,16800,4,261,39
2800,16800,4,260,3
2800,16800,4,262,40
2800,16800,4,261,41
2800,16800,4,261,42
2800,16800,4,261,43
2800,16800,4,261,44
2800,16800,4,262,45
2800,16800,4,261,46
2800,16800,4,260,47
2800,16800,4,262,48
2800,16800,4,263,49
2800,16800,4,264,4
2800,16800,4,261,50
2800,16800,4,261,5
2800,16800,4,261,6
2800,16800,4,261,7
2800,16800,4,260,8
2800,16800,4,262,9
2800,16800,5,257,10
2800,16800,5,259,11
2800,16800,5,259,12
2800,16800,5,258,13
2800,16800,5,257,14
2800,16800,5,258,15
2800,16800,5,257,16
2800,16800,5,257,17
2800,16800,5,257,18
2800,16800,5,260,19
2800,16800,5,258,1
2800,16800,5,257,20
2800,16800,5,258,21
2800,16800,5,260,22
2800,16800,5,258,23
2800,16800,5,257,24
2800,16800,5,261,25
2800,16800,5,259,26
2800,16800,5,258,27
2800,16800,5,258,28
2800,16800,5,258,29
2800,16800,5,259,2
2800,16800,5,258,30
2800,16800,5,259,31
2800,16800,5,258,32
2800,16800,5,257,33
2800,16800,5,257,34
2800,16800,5,259,35
2800,16800,5,258,36
2800,16800,5,259,37
2800,16800,5,258,38
2800,16800,5,258,39
2800,16800,5,258,3
2800,16800,5,257,40
2800,16800,5,259,41
2800,16800,5,260,42
2800,16800,5,260,43
2800,16800,5,257,44
2800,16800,5,258,45
2800,16800,5,259,46
2800,16800,5,259,47
2800,16800,5,257,48
2800,16800,5,259,49
2800,16800,5,258,4
2800,16800,5,259,50
2800,16800,5,259,5
2800,16800,5,257,6
2800,16800,5,258,7
2800,16800,5,258,8
2800,16800,5,258,9
2800,16800,6,246,10
2800,16800,6,245,11
2800,16800,6,243,12
2800,16800,6,245,13
2800,16800,6,244,14
2800,16800,6,246,15
2800,16800,6,244,16
2800,16800,6,246,17
2800,16800,6,245,18
2800,16800,6,245,19
2800,16800,6,249,1
2800,16800,6,247,20
2800,16800,6,246,21
2800,16800,6,245,22
2800,16800,6,246,23
2800,16800,6,245,24
2800,16800,6,245,25
2800,16800,6,244,26
2800,16800,6,247,27
2800,16800,6,246,28
2800,16800,6,245,29
2800,16800,6,246,2
2800,16800,6,245,30
2800,16800,6,246,31
2800,16800,6,245,32
2800,16800,6,247,33
2800,16800,6,246,34
2800,16800,6,247,35
2800,16800,6,245,36
2800,16800,6,244,37
2800,16800,6,245,38
2800,16800,6,243,39
2800,16800,6,247,3
2800,16800,6,246,40
2800,16800,6,245,41
2800,16800,6,245,42
2800,16800,6,245,43
2800,16800,6,245,44
2800,16800,6,246,45
2800,16800,6,245,46
2800,16800,6,245,47
2800,16800,6,246,48
2800,16800,6,244,49
2800,16800,6,245,4
2800,16800,6,246,50
2800,16800,6,245,5
2800,16800,6,246,6
2800,16800,6,245,7
2800,16800,6,245,8
2800,16800,6,245,9
2800,28000,3,182,10
2800,28000,3,182,11
2800,28000,3,183,12
2800,28000,3,181,13
2800,28000,3,183,14
2800,28000,3,181,15
2800,28000,3,181,16
2800,28000,3,178,17
2800,28000,3,181,18
2800,28000,3,181,19
2800,28000,3,179,1
2800,28000,3,184,20
2800,28000,3,179,21
2800,28000,3,181,22
2800,28000,3,183,23
2800,28000,3,181,24
2800,28000,3,182,25
2800,28000,3,181,26
2800,28000,3,182,27
2800,28000,3,180,28
2800,28000,3,180,29
2800,28000,3,181,2
2800,28000,3,182,30
2800,28000,3,180,31
2800,28000,3,182,32
2800,28000,3,182,33
2800,28000,3,179,34
2800,28000,3,181,35
2800,28000,3,179,36
2800,28000,3,180,37
2800,28000,3,180,38
2800,28000,3,181,39
2800,28000,3,182,3
2800,28000,3,180,40
2800,28000,3,182,41
2800,28000,3,181,42
2800,28000,3,182,43
2800,28000,3,181,44
2800,28000,3,183,45
2800,28000,3,184,46
2800,28000,3,181,47
2800,28000,3,180,48
2800,28000,3,181,49
2800,28000,3,181,4
2800,28000,3,182,50
2800,28000,3,178,5
2800,28000,3,180,6
2800,28000,3,181,7
2800,28000,3,183,8
2800,28000,3,183,9
2800,28000,4,221,10
2800,28000,4,221,11
2800,28000,4,219,12
2800,28000,4,221,13
2800,28000,4,222,14
2800,28000,4,220,15
2800,28000,4,219,16
2800,28000,4,221,17
2800,28000,4,221,18
2800,28000,4,220,19
2800,28000,4,219,1
2800,28000,4,219,20
2800,28000,4,222,21
2800,28000,4,220,22
2800,28000,4,220,23
2800,28000,4,221,24
2800,28000,4,220,25
2800,28000,4,221,26
2800,28000,4,220,27
2800,28000,4,220,28
2800,28000,4,220,29
2800,28000,4,219,2
2800,28000,4,220,30
2800,28000,4,220,31
2800,28000,4,217,32
2800,28000,4,219,33
2800,28000,4,218,34
2800,28000,4,221,35
2800,28000,4,221,36
2800,28000,4,221,37
2800,28000,4,220,38
2800,28000,4,219,39
2800,28000,4,220,3
2800,28000,4,221,40
2800,28000,4,222,41
2800,28000,4,220,42
2800,28000,4,222,43
2800,28000,4,221,44
2800,28000,4,222,45
2800,28000,4,219,46
2800,28000,4,220,47
2800,28000,4,220,48
2800,28000,4,220,49
2800,28000,4,222,4
2800,28000,4,220,50
2800,28000,4,218,5
2800,28000,4,221,6
2800,28000,4,223,7
2800,28000,4,219,8
2800,28000,4,222,9
2800,28000,5,224,10
2800,28000,5,222,11
2800,28000,5,222,12
2800,28000,5,224,13
2800,28000,5,224,14
2800,28000,5,224,15
2800,28000,5,223,16
2800,28000,5,223,17
2800,28000,5,224,18
2800,28000,5,223,19
2800,28000,5,222,1
2800,28000,5,221,20
2800,28000,5,223,21
2800,28000,5,225,22
2800,28000,5,224,23
2800,28000,5,222,24
2800,28000,5,224,25
2800,28000,5,224,26
2800,28000,5,223,27
2800,28000,5,223,28
2800,28000,5,223,29
2800,28000,5,223,2
2800,28000,5,223,30
2800,28000,5,224,31
2800,28000,5,223,32
2800,28000,5,223,33
2800,28000,5,224,34
2800,28000,5,225,35
2800,28000,5,225,36
2800,28000,5,225,37
2800,28000,5,221,38
2800,28000,5,224,39
2800,28000,5,224,3
2800,28000,5,224,40
2800,28000,5,224,41
2800,28000,5,224,42
2800,28000,5,224,43
2800,28000,5,223,44
2800,28000,5,223,45
2800,28000,5,223,46
2800,28000,5,223,47
2800,28000,5,223,48
2800,28000,5,222,49
2800,28000,5,223,4
2800,28000,5,225,50
2800,28000,5,225,5
2800,28000,5,223,6
2800,28000,5,225,7
2800,28000,5,222,8
2800,28000,5,226,9
2800,28000,6,213,10
2800,28000,6,214,11
2800,28000,6,216,12
2800,28000,6,215,13
2800,28000,6,215,14
2800,28000,6,217,15
2800,28000,6,216,16
2800,28000,6,216,17
2800,28000,6,215,18
2800,28000,6,215,19
2800,28000,6,216,1
2800,28000,6,216,20
2800,28000,6,215,21
2800,28000,6,214,22
2800,28000,6,217,23
2800,28000,6,215,24
2800,28000,6,215,25
2800,28000,6,216,26
2800,28000,6,215,27
2800,28000,6,217,28
2800,28000,6,217,29
2800,28000,6,216,2
2800,28000,6,217,30
2800,28000,6,216,31
2800,28000,6,216,32
2800,28000,6,215,33
2800,28000,6,217,34
2800,28000,6,217,35
2800,28000,6,215,36
2800,28000,6,215,37
2800,28000,6,217,38
2800,28000,6,215,39
2800,28000,6,216,3
2800,28000,6,215,40
2800,28000,6,217,41
2800,28000,6,216,42
2800,28000,6,215,43
2800,28000,6,215,44
2800,28000,6,215,45
2800,28000,6,215,46
2800,28000,6,216,47
2800,28000,6,216,48
2800,28000,6,216,49
2800,28000,6,217,4
2800,28000,6,216,50
2800,28000,6,217,5
2800,28000,6,217,6
2800,28000,6,215,7
2800,28000,6,215,8
2800,28000,6,215,9
2800,8400,3,321,10
2800,8400,3,322,11
2800,8400,3,322,12
2800,8400,3,322,13
2800,8400,3,320,14
2800,8400,3,321,15
2800,8400,3,317,16
2800,8400,3,317,17
2800,8400,3,324,18
2800,8400,3,321,19
2800,8400,3,321,1
2800,8400,3,319,20
2800,8400,3,320,21
2800,8400,3,319,22
2800,8400,3,321,23
2800,8400,3,322,24
2800,8400,3,320,25
2800,8400,3,319,26
2800,8400,3,318,27
2800,8400,3,321,28
2800,8400,3,321,29
2800,8400,3,323,2
2800,8400,3,323,30
2800,8400,3,323,31
2800,8400,3,320,32
2800,8400,3,321,33
2800,8400,3,322,34
2800,8400,3,320,35
2800,8400,3,322,36
2800,8400,3,321,37
2800,8400,3,320,38
2800,8400,3,321,39
2800,8400,3,322,3
2800,8400,3,324,40
2800,8400,3,319,41
2800,8400,3,324,42
2800,8400,3,318,43
2800,8400,3,323,44
2800,8400,3,317,45
2800,8400,3,321,46
2800,8400,3,322,47
2800,8400,3,320,48
2800,8400,3,321,49
2800,8400,3,317,4
2800,8400,3,322,50
2800,8400,3,320,5
2800,8400,3,319,6
2800,8400,3,321,7
2800,8400,3,318,8
2800,8400,3,319,9
2800,8400,4,339,10
2800,8400,4,338,11
2800,8400,4,339,12
2800,8400,4,341,13
2800,8400,4,339,14
2800,8400,4,341,15
2800,8400,4,343,16
2800,8400,4,341,17
2800,8400,4,342,18
2800,8400,4,340,19
2800,8400,4,340,1
2800,8400,4,342,20
2800,8400,4,341,21
2800,8400,4,340,22
2800,8400,4,340,23
2800,8400,4,339,24
2800,8400,4,339,25
2800,8400,4,342,26
2800,8400,4,339,27
2800,8400,4,341,28
2800,8400,4,339,29
2800,8400,4,339,2
2800,8400,4,339,30
2800,8400,4,339,31
2800,8400,4,342,32
2800,8400,4,341,33
2800,8400,4,337,34
2800,8400,4,342,35
2800,8400,4,341,36
2800,8400,4,341,37
2800,8400,4,339,38
2800,8400,4,342,39
2800,8400,4,343,3
2800,8400,4,338,40
2800,8400,4,340,41
2800,8400,4,339,42
2800,8400,4,338,43
2800,8400,4,340,44
2800,8400,4,340,45
2800,8400,4,340,46
2800,8400,4,340,47
2800,8400,4,341,48
2800,8400,4,340,49
2800,8400,4,340,4
2800,8400,4,339,50
2800,8400,4,341,5
2800,8400,4,342,6
2800,8400,4,339,7
2800,8400,4,338,8
2800,8400,4,342,9
2800,8400,5,322,10
2800,8400,5,323,11
2800,8400,5,324,12
2800,8400,5,324,13
2800,8400,5,322,14
2800,8400,5,324,15
2800,8400,5,323,16
2800,8400,5,323,17
2800,8400,5,324,18
2800,8400,5,323,19
2800,8400,5,323,1
2800,8400,5,321,20
2800,8400,5,322,21
2800,8400,5,323,22
2800,8400,5,324,23
2800,8400,5,322,24
2800,8400,5,325,25
2800,8400,5,323,26
2800,8400,5,324,27
2800,8400,5,324,28
2800,8400,5,324,29
2800,8400,5,325,2
2800,8400,5,324,30
2800,8400,5,325,31
2800,8400,5,324,32
2800,8400,5,325,33
2800,8400,5,324,34
2800,8400,5,324,35
2800,8400,5,324,36
2800,8400,5,324,37
2800,8400,5,325,38
2800,8400,5,324,39
2800,8400,5,322,3
2800,8400,5,325,40
2800,8400,5,324,41
2800,8400,5,323,42
2800,8400,5,323,43
2800,8400,5,320,44
2800,8400,5,323,45
2800,8400,5,324,46
2800,8400,5,321,47
2800,8400,5,323,48
2800,8400,5,324,49
2800,8400,5,323,4
2800,8400,5,322,50
2800,8400,5,325,5
2800,8400,5,323,6
2800,8400,5,325,7
2800,8400,5,323,8
2800,8400,5,325,9
2800,8400,6,300,10
2800,8400,6,300,11
2800,8400,6,300,12
2800,8400,6,300,13
2800,8400,6,301,14
2800,8400,6,300,15
2800,8400,6,301,16
2800,8400,6,299,17
2800,8400,6,300,18
2800,8400,6,300,19
2800,8400,6,300,1
2800,8400,6,300,20
2800,8400,6,299,21
2800,8400,6,299,22
2800,8400,6,299,23
2800,8400,6,300,24
2800,8400,6,297,25
2800,8400,6,302,26
2800,8400,6,300,27
2800,8400,6,300,28
2800,8400,6,298,29
2800,8400,6,299,2
2800,8400,6,303,30
2800,8400,6,300,31
2800,8400,6,301,32
2800,8400,6,300,33
2800,8400,6,300,34
2800,8400,6,301,35
2800,8400,6,302,36
2800,8400,6,299,37
2800,8400,6,299,38
2800,8400,6,298,39
2800,8400,6,299,3
2800,8400,6,301,40
2800,8400,6,300,41
2800,8400,6,299,42
2800,8400,6,299,43
2800,8400,6,299,44
2800,8400,6,300,45
2800,8400,6,302,46
2800,8400,6,300,47
2800,8400,6,299,48
2800,8400,6,297,49
2800,8400,6,300,4
2800,8400,6,300,50
2800,8400,6,300,5
2800,8400,6,300,6
2800,8400,6,301,7
2800,8400,6,298,8
2800,8400,6,299,9
3000,18000,3,242,10
3000,18000,3,243,11
3000,18000,3,245,12
3000,18000,3,243,13
3000,18000,3,242,14
3000,18000,3,243,15
3000,18000,3,243,16
3000,18000,3,243,17
3000,18000,3,244,18
3000,18000,3,242,19
3000,18000,3,243,1
3000,18000,3,243,20
3000,18000,3,242,21
3000,18000,3,244,22
3000,18000,3,244,23
3000,18000,3,244,24
3000,18000,3,243,25
3000,18000,3,243,26
3000,18000,3,243,27
3000,18000,3,244,28
3000,18000,3,244,29
3000,18000,3,245,2
3000,18000,3,242,30
3000,18000,3,244,31
3000,18000,3,242,32
3000,18000,3,243,33
3000,18000,3,244,34
3000,18000,3,246,35
3000,18000,3,241,36
3000,18000,3,244,37
3000,18000,3,243,38
3000,18000,3,246,39
3000,18000,3,242,3
3000,18000,3,244,40
3000,18000,3,242,41
3000,18000,3,242,42
3000,18000,3,243,43
3000,18000,3,244,44
3000,18000,3,246,45
3000,18000,3,245,46
3000,18000,3,248,47
3000,18000,3,242,48
3000,18000,3,242,49
3000,18000,3,243,4
3000,18000,3,246,50
3000,18000,3,245,5
3000,18000,3,245,6
3000,18000,3,247,7
3000,18000,3,244,8
3000,18000,3,244,9
3000,18000,4,279,10
3000,18000,4,282,11
3000,18000,4,280,12
3000,18000,4,280,13
3000,18000,4,280,14
3000,18000,4,282,15
3000,18000,4,279,16
3000,18000,4,280,17
3000,18000,4,279,18
3000,18000,4,282,19
3000,18000,4,280,1
3000,18000,4,280,20
3000,18000,4,279,21
3000,18000,4,280,22
3000,18000,4,280,23
3000,18000,4,280,24
3000,18000,4,280,25
3000,18000,4,283,26
3000,18000,4,281,27
3000,18000,4,281,28
3000,18000,4,278,29
3000,18000,4,281,2
3000,18000,4,280,30
3000,18000,4,280,31
3000,18000,4,281,32
3000,18000,4,282,33
3000,18000,4,280,34
3000,18000,4,282,35
3000,18000,4,280,36
3000,18000,4,281,37
3000,18000,4,280,38
3000,18000,4,280,39
3000,18000,4,278,3
3000,18000,4,281,40
3000,18000,4,280,41
3000,18000,4,281,42
3000,18000,4,281,43
3000,18000,4,279,44
3000,18000,4,282,45
3000,18000,4,279,46
3000,18000,4,277,47
3000,18000,4,279,48
3000,18000,4,279,49
3000,18000,4,281,4
3000,18000,4,280,50
3000,18000,4,280,5
3000,18000,4,282,6
3000,18000,4,280,7
3000,18000,4,281,8
3000,18000,4,279,9
3000,18000,5,276,10
3000,18000,5,279,11
3000,18000,5,278,12
3000,18000,5,277,13
3000,18000,5,278,14
3000,18000,5,278,15
3000,18000,5,278,16
3000,18000,5,278,17
3000,18000,5,277,18
3000,18000,5,278,19
3000,18000,5,278,1
3000,18000,5,278,20
3000,18000,5,277,21
3000,18000,5,277,22
3000,18000,5,276,23
3000,18000,5,276,24
3000,18000,5,274,25
3000,18000,5,276,26
3000,18000,5,278,27
3000,18000,5,277,28
3000,18000,5,277,29
3000,18000,5,278,2
3000,18000,5,276,30
3000,18000,5,277,31
3000,18000,5,276,32
3000,18000,5,277,33
3000,18000,5,276,34
3000,18000,5,276,35
3000,18000,5,278,36
3000,18000,5,278,37
3000,18000,5,273,38
3000,18000,5,278,39
3000,18000,5,279,3
3000,18000,5,277,40
3000,18000,5,277,41
3000,18000,5,277,42
3000,18000,5,276,43
3000,18000,5,277,44
3000,18000,5,277,45
3000,18000,5,276,46
3000,18000,5,276,47
3000,18000,5,276,48
3000,18000,5,279,49
3000,18000,5,276,4
3000,18000,5,276,50
3000,18000,5,277,5
3000,18000,5,276,6
3000,18000,5,278,7
3000,18000,5,275,8
3000,18000,5,275,9
3000,18000,6,265,10
3000,18000,6,264,11
3000,18000,6,263,12
3000,18000,6,265,13
3000,18000,6,262,14
3000,18000,6,264,15
3000,18000,6,264,16
3000,18000,6,263,17
3000,18000,6,264,18
3000,18000,6,261,19
3000,18000,6,264,1
3000,18000,6,262,20
3000,18000,6,262,21
3000,18000,6,265,22
3000,18000,6,263,23
3000,18000,6,264,24
3000,18000,6,264,25
3000,18000,6,265,26
3000,18000,6,264,27
3000,18000,6,264,28
3000,18000,6,264,29
3000,18000,6,265,2
3000,18000,6,264,30
3000,18000,6,265,31
3000,18000,6,265,32
3000,18000,6,261,33
3000,18000,6,262,34
3000,18000,6,263,35
3000,18000,6,265,36
3000,18000,6,264,37
3000,18000,6,262,38
3000,18000,6,263,39
3000,18000,6,262,3
3000,18000,6,264,40
3000,18000,6,262,41
3000,18000,6,262,42
3000,18000,6,263,43
3000,18000,6,263,44
3000,18000,6,263,45
3000,18000,6,262,46
3000,18000,6,263,47
3000,18000,6,265,48
3000,18000,6,261,49
3000,18000,6,263,4
3000,18000,6,261,50
3000,18000,6,264,5
3000,18000,6,262,6
3000,18000,6,264,7
3000,18000,6,262,8
3000,18000,6,266,9
3000,30000,3,196,10
3000,30000,3,194,11
3000,30000,3,192,12
3000,30000,3,194,13
3000,30000,3,195,14
3000,30000,3,192,15
3000,30000,3,195,16
3000,30000,3,194,17
3000,30000,3,193,18
3000,30000,3,197,19
3000,30000,3,194,1
3000,30000,3,194,20
3000,30000,3,195,21
3000,30000,3,195,22
3000,30000,3,193,23
3000,30000,3,194,24
3000,30000,3,194,25
3000,30000,3,193,26
3000,30000,3,193,27
3000,30000,3,195,28
3000,30000,3,194,29
3000,30000,3,194,2
3000,30000,3,196,30
3000,30000,3,195,31
3000,30000,3,195,32
3000,30000,3,193,33
3000,30000,3,195,34
3000,30000,3,194,35
3000,30000,3,194,36
3000,30000,3,194,37
3000,30000,3,194,38
3000,30000,3,194,39
3000,30000,3,194,3
3000,30000,3,192,40
3000,30000,3,194,41
3000,30000,3,193,42
3000,30000,3,197,43
3000,30000,3,196,44
3000,30000,3,196,45
3000,30000,3,196,46
3000,30000,3,195,47
3000,30000,3,196,48
3000,30000,3,196,49
3000,30000,3,195,4
3000,30000,3,197,50
3000,30000,3,194,5
3000,30000,3,196,6
3000,30000,3,194,7
3000,30000,3,194,8
3000,30000,3,194,9
3000,30000,4,236,10
3000,30000,4,236,11
3000,30000,4,238,12
3000,30000,4,236,13
3000,30000,4,235,14
3000,30000,4,235,15
3000,30000,4,235,16
3000,30000,4,238,17
3000,30000,4,238,18
3000,30000,4,236,19
3000,30000,4,235,1
3000,30000,4,237,20
3000,30000,4,237,21
3000,30000,4,236,22
3000,30000,4,237,23
3000,30000,4,235,24
3000,30000,4,235,25
3000,30000,4,237,26
3000,30000,4,236,27
3000,30000,4,237,28
3000,30000,4,235,29
3000,30000,4,237,2
3000,30000,4,236,30
3000,30000,4,236,31
3000,30000,4,237,32
3000,30000,4,236,33
3000,30000,4,236,34
3000,30000,4,236,35
3000,30000,4,237,36
3000,30000,4,235,37
3000,30000,4,238,38
3000,30000,4,237,39
3000,30000,4,238,3
3000,30000,4,238,40
3000,30000,4,236,41
3000,30000,4,235,42
3000,30000,4,236,43
3000,30000,4,237,44
3000,30000,4,236,45
3000,30000,4,236,46
3000,30000,4,236,47
3000,30000,4,238,48
3000,30000,4,237,49
3000,30000,4,237,4
3000,30000,4,236,50
3000,30000,4,238,5
3000,30000,4,236,6
3000,30000,4,236,7
3000,30000,4,236,8
3000,30000,4,238,9
3000,30000,5,240,10
3000,30000,5,239,11
3000,30000,5,239,12
3000,30000,5,239,13
3000,30000,5,239,14
3000,30000,5,239,15
3000,30000,5,240,16
3000,30000,5,241,17
3000,30000,5,238,18
3000,30000,5,237,19
3000,30000,5,240,1
3000,30000,5,240,20
3000,30000,5,242,21
3000,30000,5,240,22
3000,30000,5,240,23
3000,30000,5,241,24
3000,30000,5,238,25
3000,30000,5,238,26
3000,30000,5,240,27
3000,30000,5,238,28
3000,30000,5,241,29
3000,30000,5,241,2
3000,30000,5,239,30
3000,30000,5,239,31
3000,30000,5,239,32
3000,30000,5,240,33
3000,30000,5,240,34
3000,30000,5,239,35
3000,30000,5,240,36
3000,30000,5,239,37
3000,30000,5,240,38
3000,30000,5,239,39
3000,30000,5,239,3
3000,30000,5,239,40
3000,30000,5,240,41
3000,30000,5,239,42
3000,30000,5,239,43
3000,30000,5,241,44
3000,30000,5,241,45
3000,30000,5,239,46
3000,30000,5,239,47
3000,30000,5,240,48
3000,30000,5,240,49
3000,30000,5,241,4
3000,30000,5,240,50
3000,30000,5,238,5
3000,30000,5,240,6
3000,30000,5,240,7
3000,30000,5,240,8
3000,30000,5,241,9
3000,30000,6,231,10
3000,30000,6,232,11
3000,30000,6,231,12
3000,30000,6,232,13
3000,30000,6,231,14
3000,30000,6,231,15
3000,30000,6,231,16
3000,30000,6,230,17
3000,30000,6,232,18
3000,30000,6,231,19
3000,30000,6,230,1
3000,30000,6,231,20
3000,30000,6,231,21
3000,30000,6,231,22
3000,30000,6,231,23
3000,30000,6,232,24
3000,30000,6,231,25
3000,30000,6,230,26
3000,30000,6,232,27
3000,30000,6,232,28
3000,30000,6,232,29
3000,30000,6,232,2
3000,30000,6,232,30
3000,30000,6,232,31
3000,30000,6,231,32
3000,30000,6,232,33
3000,30000,6,231,34
3000,30000,6,231,35
3000,30000,6,230,36
3000,30000,6,231,37
3000,30000,6,232,38
3000,30000,6,230,39
3000,30000,6,232,3
3000,30000,6,232,40
3000,30000,6,230,41
3000,30000,6,230,42
3000,30000,6,230,43
3000,30000,6,232,44
3000,30000,6,231,45
3000,30000,6,232,46
3000,30000,6,232,47
3000,30000,6,231,48
3000,30000,6,231,49
3000,30000,6,232,4
3000,30000,6,230,50
3000,30000,6,232,5
3000,30000,6,232,6
3000,30000,6,231,7
3000,30000,6,229,8
3000,30000,6,231,9
3000,9000,3,343,10
3000,9000,3,341,11
3000,9000,3,343,12
3000,9000,3,345,13
3000,9000,3,344,14
3000,9000,3,344,15
3000,9000,3,340,16
3000,9000,3,346,17
3000,9000,3,345,18
3000,9000,3,348,19
3000,9000,3,347,1
3000,9000,3,345,20
3000,9000,3,342,21
3000,9000,3,346,22
3000,9000,3,346,23
3000,9000,3,347,24
3000,9000,3,343,25
3000,9000,3,347,26
3000,9000,3,338,27
3000,9000,3,342,28
3000,9000,3,343,29
3000,9000,3,341,2
3000,9000,3,341,30
3000,9000,3,342,31
3000,9000,3,345,32
3000,9000,3,343,33
3000,9000,3,344,34
3000,9000,3,341,35
3000,9000,3,342,36
3000,9000,3,345,37
3000,9000,3,343,38
3000,9000,3,346,39
3000,9000,3,341,3
3000,9000,3,344,40
3000,9000,3,339,41
3000,9000,3,345,42
3000,9000,3,345,43
3000,9000,3,340,44
3000,9000,3,342,45
3000,9000,3,341,46
3000,9000,3,342,47
3000,9000,3,340,48
3000,9000,3,347,49
3000,9000,3,342,4
3000,9000,3,343,50
3000,9000,3,342,5
3000,9000,3,342,6
3000,9000,3,341,7
3000,9000,3,342,8
3000,9000,3,343,9
3000,9000,4,363,10
3000,9000,4,364,11
3000,9000,4,364,12
3000,9000,4,366,13
3000,9000,4,364,14
